,tollgate_id,vehicle_model_0-2_count_lag_1,vehicle_model_3-5_count_lag_1,vehicle_model_6-7_count_lag_1,has_etc_0_count_lag_1,has_etc_1_count_lag_1,vehicle_type_0_count_lag_1,vehicle_type_1_count_lag_1,volume_lag_1,vehicle_model_0-2_count_lag_2,vehicle_model_3-5_count_lag_2,vehicle_model_6-7_count_lag_2,has_etc_0_count_lag_2,has_etc_1_count_lag_2,vehicle_type_0_count_lag_2,vehicle_type_1_count_lag_2,volume_lag_2,vehicle_model_0-2_count_mean,vehicle_model_3-5_count_mean,vehicle_model_6-7_count_mean,has_etc_0_count_mean,has_etc_1_count_mean,vehicle_type_0_count_mean,vehicle_type_1_count_mean,volume_mean,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,other_tollgate_1_has_etc_0_count_lag_1,other_tollgate_1_has_etc_1_count_lag_1,other_tollgate_1_volume_mean,Month,Day,Day_of_week,Is_weekend,Hour,Minute,target_1,target_2,target_3,target_4,target_5,target_6
2016-09-22 22:00:00,1,23,1,0,20,4,14,10,24,18,2,0,18,2,16,4,20,24.333333333333332,1.8333333333333333,0.16666666666666666,20.333333333333332,6.0,19.333333333333332,7.0,26.333333333333332,1011.4666666666666,1016.4666666666666,327.6666666666667,1.3666666666666667,21.233333333333334,89.33333333333333,0.0,27,9,38.666666666666664,9,22,3,False,22,0,15,26,23,18,13,13
2016-09-22 22:00:00,3,33,2,1,27,9,30,6,36,40,3,0,32,11,36,7,43,36.166666666666664,2.3333333333333335,0.16666666666666666,29.166666666666668,9.5,32.833333333333336,5.833333333333333,38.666666666666664,1011.4666666666666,1016.4666666666666,327.6666666666667,1.3666666666666667,21.233333333333334,89.33333333333333,0.0,20,4,26.333333333333332,9,22,3,False,22,0,27,15,22,13,12,10
2016-09-22 22:20:00,1,11,3,1,12,3,7,8,15,23,1,0,20,4,14,10,24,20.666666666666668,2.1666666666666665,0.3333333333333333,18.0,5.166666666666667,16.333333333333332,6.833333333333333,23.166666666666668,1011.5222222222221,1016.5222222222221,328.8888888888889,1.2555555555555555,21.477777777777778,88.44444444444444,0.0,23,4,35.833333333333336,9,22,3,False,22,20,26,23,18,13,13,101
2016-09-22 22:20:00,3,25,2,0,23,4,22,5,27,33,2,1,27,9,30,6,36,33.333333333333336,2.3333333333333335,0.16666666666666666,27.5,8.333333333333334,30.5,5.333333333333333,35.833333333333336,1011.5222222222221,1016.5222222222221,328.8888888888889,1.2555555555555555,21.477777777777778,88.44444444444444,0.0,12,3,23.166666666666668,9,22,3,False,22,20,15,22,13,12,10,141
2016-09-22 22:40:00,1,24,2,0,22,4,20,6,26,11,3,1,12,3,7,8,15,21.333333333333332,2.3333333333333335,0.16666666666666666,18.5,5.333333333333333,16.666666666666668,7.166666666666667,23.833333333333332,1011.5777777777778,1016.5777777777778,330.1111111111111,1.1444444444444444,21.72222222222222,87.55555555555556,0.0,11,4,31.833333333333332,9,22,3,False,22,40,23,18,13,13,101,82
2016-09-22 22:40:00,3,14,1,0,11,4,14,1,15,25,2,0,23,4,22,5,27,29.5,2.1666666666666665,0.16666666666666666,24.0,7.833333333333333,27.5,4.333333333333333,31.833333333333332,1011.5777777777778,1016.5777777777778,330.1111111111111,1.1444444444444444,21.72222222222222,87.55555555555556,0.0,22,4,23.833333333333332,9,22,3,False,22,40,22,13,12,10,141,93
2016-09-22 23:00:00,3,22,0,0,14,8,20,2,22,14,1,0,11,4,14,1,15,27.166666666666668,1.8333333333333333,0.16666666666666666,21.833333333333332,7.333333333333333,25.0,4.166666666666667,29.166666666666668,1011.6333333333333,1016.6333333333333,331.3333333333333,1.0333333333333332,21.966666666666665,86.66666666666667,0.0,19,4,22.833333333333332,9,22,3,False,23,0,13,12,10,141,93,79
2016-09-22 23:00:00,1,22,1,0,19,4,20,3,23,24,2,0,22,4,20,6,26,20.833333333333332,1.8333333333333333,0.16666666666666666,18.333333333333332,4.5,16.5,6.333333333333333,22.833333333333332,1011.6333333333333,1016.6333333333333,331.3333333333333,1.0333333333333332,21.966666666666665,86.66666666666667,0.0,14,8,29.166666666666668,9,22,3,False,23,0,18,13,13,101,82,46
2016-09-22 23:20:00,1,17,1,0,15,3,9,9,18,22,1,0,19,4,20,3,23,19.166666666666668,1.6666666666666667,0.16666666666666666,17.666666666666668,3.3333333333333335,14.333333333333334,6.666666666666667,21.0,1011.6888888888889,1016.6888888888889,332.55555555555554,0.9222222222222223,22.21111111111111,85.77777777777777,0.0,11,2,26.0,9,22,3,False,23,20,13,13,101,82,46,6
2016-09-22 23:20:00,3,12,1,0,11,2,11,2,13,22,0,0,14,8,20,2,22,24.333333333333332,1.5,0.16666666666666666,19.666666666666668,6.333333333333333,22.166666666666668,3.8333333333333335,26.0,1011.6888888888889,1016.6888888888889,332.55555555555554,0.9222222222222223,22.21111111111111,85.77777777777777,0.0,15,3,21.0,9,22,3,False,23,20,12,10,141,93,79,6
2016-09-22 23:40:00,3,12,0,0,11,1,12,0,12,12,1,0,11,2,11,2,13,19.666666666666668,1.0,0.16666666666666666,16.166666666666668,4.666666666666667,18.166666666666668,2.6666666666666665,20.833333333333332,1011.7444444444444,1016.7444444444444,333.77777777777777,0.8111111111111111,22.455555555555556,84.88888888888889,0.0,10,3,19.833333333333332,9,22,3,False,23,40,10,141,93,79,6,9
2016-09-22 23:40:00,1,12,1,0,10,3,10,3,13,17,1,0,15,3,9,9,18,18.166666666666668,1.5,0.16666666666666666,16.333333333333332,3.5,13.333333333333334,6.5,19.833333333333332,1011.7444444444444,1016.7444444444444,333.77777777777777,0.8111111111111111,22.455555555555556,84.88888888888889,0.0,11,1,20.833333333333332,9,22,3,False,23,40,13,101,82,46,6,10
2016-09-23 00:00:00,3,9,1,0,8,2,9,1,10,12,0,0,11,1,12,0,12,15.666666666666666,0.8333333333333334,0.0,13.0,3.5,14.666666666666666,1.8333333333333333,16.5,1011.8,1016.8,335.0,0.7,22.7,84.0,0.0,11,2,18.0,9,23,4,False,0,0,141,93,79,6,9,4
2016-09-23 00:00:00,1,8,4,1,11,2,5,8,13,12,1,0,10,3,10,3,13,15.666666666666666,2.0,0.3333333333333333,14.833333333333334,3.1666666666666665,11.833333333333334,6.166666666666667,18.0,1011.8,1016.8,335.0,0.7,22.7,84.0,0.0,8,2,16.5,9,23,4,False,0,0,101,82,46,6,10,8
2016-09-23 00:20:00,3,128,13,0,107,34,114,27,141,9,1,0,8,2,9,1,10,32.833333333333336,2.6666666666666665,0.0,27.0,8.5,30.0,5.5,35.5,1011.6999999999999,1016.6999999999999,322.44444444444446,0.8111111111111111,23.11111111111111,82.22222222222223,0.0,73,28,32.333333333333336,9,23,4,False,0,20,93,79,6,9,4,8
2016-09-23 00:20:00,1,87,13,1,73,28,78,23,101,8,4,1,11,2,5,8,13,28.333333333333332,3.6666666666666665,0.3333333333333333,25.0,7.333333333333333,23.666666666666668,8.666666666666666,32.333333333333336,1011.6999999999999,1016.6999999999999,322.44444444444446,0.8111111111111111,23.11111111111111,82.22222222222223,0.0,107,34,35.5,9,23,4,False,0,20,82,46,6,10,8,5
2016-09-23 00:40:00,1,70,11,1,59,23,59,23,82,87,13,1,73,28,78,23,101,36.0,5.166666666666667,0.5,31.166666666666668,10.5,30.166666666666668,11.5,41.666666666666664,1011.5999999999999,1016.5999999999999,309.8888888888889,0.9222222222222222,23.522222222222222,80.44444444444444,0.0,61,32,48.5,9,23,4,False,0,40,46,6,10,8,5,7
2016-09-23 00:40:00,3,85,8,0,61,32,82,11,93,128,13,0,107,34,114,27,141,44.666666666666664,3.8333333333333335,0.0,35.333333333333336,13.166666666666666,41.333333333333336,7.166666666666667,48.5,1011.5999999999999,1016.5999999999999,309.8888888888889,0.9222222222222222,23.522222222222222,80.44444444444444,0.0,59,23,41.666666666666664,9,23,4,False,0,40,79,6,9,4,8,3
2016-09-23 01:00:00,1,35,9,2,36,10,36,10,46,70,11,1,59,23,59,23,82,38.166666666666664,6.5,0.8333333333333334,34.0,11.5,32.833333333333336,12.666666666666666,45.5,1011.5,1016.5,297.3333333333333,1.0333333333333332,23.933333333333334,78.66666666666667,0.0,51,28,58.0,9,23,4,False,1,0,6,10,8,5,7,10
2016-09-23 01:00:00,3,69,9,1,51,28,71,8,79,85,8,0,61,32,82,11,93,52.5,5.333333333333333,0.16666666666666666,41.5,16.5,49.833333333333336,8.166666666666666,58.0,1011.5,1016.5,297.3333333333333,1.0333333333333332,23.933333333333334,78.66666666666667,0.0,36,10,45.5,9,23,4,False,1,0,6,9,4,8,3,5
2016-09-23 01:20:00,1,5,1,0,6,0,2,4,6,35,9,2,36,10,36,10,46,36.166666666666664,6.5,0.8333333333333334,32.5,11.0,31.666666666666668,11.833333333333334,43.5,1011.4,1016.4,284.77777777777777,1.1444444444444444,24.344444444444445,76.88888888888889,0.0,6,0,56.833333333333336,9,23,4,False,1,20,10,8,5,7,10,12
2016-09-23 01:20:00,3,6,0,0,6,0,4,2,6,69,9,1,51,28,71,8,79,51.5,5.166666666666667,0.16666666666666666,40.666666666666664,16.166666666666668,48.666666666666664,8.166666666666666,56.833333333333336,1011.4,1016.4,284.77777777777777,1.1444444444444444,24.344444444444445,76.88888888888889,0.0,6,0,43.5,9,23,4,False,1,20,9,4,8,3,5,9
2016-09-23 01:40:00,1,9,1,0,7,3,6,4,10,5,1,0,6,0,2,4,6,35.666666666666664,6.5,0.8333333333333334,32.0,11.0,31.0,12.0,43.0,1011.3,1016.3,272.22222222222223,1.2555555555555555,24.755555555555553,75.11111111111111,0.0,7,2,56.333333333333336,9,23,4,False,1,40,8,5,7,10,12,14
2016-09-23 01:40:00,3,9,0,0,7,2,8,1,9,6,0,0,6,0,4,2,6,51.0,5.166666666666667,0.16666666666666666,40.0,16.333333333333332,48.0,8.333333333333334,56.333333333333336,1011.3,1016.3,272.22222222222223,1.2555555555555555,24.755555555555553,75.11111111111111,0.0,7,3,43.0,9,23,4,False,1,40,4,8,3,5,9,5
2016-09-23 02:00:00,1,7,1,0,7,1,3,5,8,9,1,0,7,3,6,4,10,35.5,6.0,0.6666666666666666,31.333333333333332,10.833333333333334,30.666666666666668,11.5,42.166666666666664,1011.1999999999999,1016.1999999999999,259.6666666666667,1.3666666666666667,25.166666666666664,73.33333333333333,0.0,3,1,55.333333333333336,9,23,4,False,2,0,5,7,10,12,14,15
2016-09-23 02:00:00,3,4,0,0,3,1,2,2,4,9,0,0,7,2,8,1,9,50.166666666666664,5.0,0.16666666666666666,39.166666666666664,16.166666666666668,46.833333333333336,8.5,55.333333333333336,1011.1999999999999,1016.1999999999999,259.6666666666667,1.3666666666666667,25.166666666666664,73.33333333333333,0.0,7,1,42.166666666666664,9,23,4,False,2,0,8,3,5,9,5,9
2016-09-23 02:20:00,1,4,1,0,5,0,1,4,5,7,1,0,7,1,3,5,8,21.666666666666668,4.0,0.5,20.0,6.166666666666667,17.833333333333332,8.333333333333334,26.166666666666668,1011.1,1016.1,247.11111111111111,1.4777777777777776,25.577777777777776,71.55555555555556,0.0,8,0,33.166666666666664,9,23,4,False,2,20,7,10,12,14,15,15
2016-09-23 02:20:00,3,5,3,0,8,0,4,4,8,4,0,0,3,1,2,2,4,29.666666666666668,3.3333333333333335,0.16666666666666666,22.666666666666668,10.5,28.5,4.666666666666667,33.166666666666664,1011.1,1016.1,247.11111111111111,1.4777777777777776,25.577777777777776,71.55555555555556,0.0,5,0,26.166666666666668,9,23,4,False,2,20,3,5,9,5,9,5
2016-09-23 02:40:00,1,6,1,0,7,0,3,4,7,4,1,0,5,0,1,4,5,11.0,2.3333333333333335,0.3333333333333333,11.333333333333334,2.3333333333333335,8.5,5.166666666666667,13.666666666666666,1011.0,1016.0,234.55555555555554,1.5888888888888888,25.988888888888887,69.77777777777777,0.0,3,0,18.166666666666668,9,23,4,False,2,40,10,12,14,15,15,23
2016-09-23 02:40:00,3,3,0,0,3,0,3,0,3,5,3,0,8,0,4,4,8,16.0,2.0,0.16666666666666666,13.0,5.166666666666667,15.333333333333334,2.8333333333333335,18.166666666666668,1011.0,1016.0,234.55555555555554,1.5888888888888888,25.988888888888887,69.77777777777777,0.0,7,0,13.666666666666666,9,23,4,False,2,40,5,9,5,9,5,3
2016-09-23 03:00:00,1,8,2,0,9,1,2,8,10,6,1,0,7,0,3,4,7,6.5,1.1666666666666667,0.0,6.833333333333333,0.8333333333333334,2.8333333333333335,4.833333333333333,7.666666666666667,1010.9,1015.9,222.0,1.7,26.4,68.0,0.0,4,1,5.833333333333333,9,23,4,False,3,0,12,14,15,15,23,19
2016-09-23 03:00:00,3,5,0,0,4,1,4,1,5,3,0,0,3,0,3,0,3,5.333333333333333,0.5,0.0,5.166666666666667,0.6666666666666666,4.166666666666667,1.6666666666666667,5.833333333333333,1010.9,1015.9,222.0,1.7,26.4,68.0,0.0,9,1,7.666666666666667,9,23,4,False,3,0,9,5,9,5,3,4
2016-09-23 03:20:00,1,11,1,0,12,0,5,7,12,8,2,0,9,1,2,8,10,7.5,1.1666666666666667,0.0,7.833333333333333,0.8333333333333334,3.3333333333333335,5.333333333333333,8.666666666666666,1010.6222222222221,1015.6111111111111,207.33333333333334,1.7888888888888888,26.744444444444444,66.33333333333333,0.0,9,0,6.333333333333333,9,23,4,False,3,20,14,15,15,23,19,34
2016-09-23 03:20:00,3,7,2,0,9,0,6,3,9,5,0,0,4,1,4,1,5,5.5,0.8333333333333334,0.0,5.666666666666667,0.6666666666666666,4.5,1.8333333333333333,6.333333333333333,1010.6222222222221,1015.6111111111111,207.33333333333334,1.7888888888888888,26.744444444444444,66.33333333333333,0.0,12,0,8.666666666666666,9,23,4,False,3,20,5,9,5,3,4,8
2016-09-23 03:40:00,3,3,2,0,4,1,2,3,5,7,2,0,9,0,6,3,9,4.5,1.1666666666666667,0.0,5.166666666666667,0.5,3.5,2.1666666666666665,5.666666666666667,1010.3444444444444,1015.3222222222222,192.66666666666666,1.8777777777777778,27.08888888888889,64.66666666666667,0.0,13,1,9.333333333333334,9,23,4,False,3,40,9,5,3,4,8,11
2016-09-23 03:40:00,1,11,3,0,13,1,5,9,14,11,1,0,12,0,5,7,12,7.833333333333333,1.5,0.0,8.833333333333334,0.5,3.1666666666666665,6.166666666666667,9.333333333333334,1010.3444444444444,1015.3222222222222,192.66666666666666,1.8777777777777778,27.08888888888889,64.66666666666667,0.0,4,1,5.666666666666667,9,23,4,False,3,40,15,15,23,19,34,29
2016-09-23 04:00:00,1,11,4,0,14,1,2,13,15,11,3,0,13,1,5,9,14,8.5,2.0,0.0,10.0,0.5,3.0,7.5,10.5,1010.0666666666666,1015.0333333333333,178.0,1.9666666666666666,27.433333333333334,63.0,0.0,8,1,6.5,9,23,4,False,4,0,15,23,19,34,29,38
2016-09-23 04:00:00,3,4,5,0,8,1,3,6,9,3,2,0,4,1,2,3,5,4.5,2.0,0.0,6.0,0.5,3.6666666666666665,2.8333333333333335,6.5,1010.0666666666666,1015.0333333333333,178.0,1.9666666666666666,27.433333333333334,63.0,0.0,14,1,10.5,9,23,4,False,4,0,5,3,4,8,11,22
2016-09-23 04:20:00,1,14,1,0,14,1,8,7,15,11,4,0,14,1,2,13,15,10.166666666666666,2.0,0.0,11.5,0.6666666666666666,4.166666666666667,8.0,12.166666666666666,1009.7888888888889,1014.7444444444444,163.33333333333334,2.0555555555555554,27.77777777777778,61.333333333333336,0.0,5,0,6.0,9,23,4,False,4,20,23,19,34,29,38,22
2016-09-23 04:20:00,3,5,0,0,5,0,3,2,5,4,5,0,8,1,3,6,9,4.5,1.5,0.0,5.5,0.5,3.5,2.5,6.0,1009.7888888888889,1014.7444444444444,163.33333333333334,2.0555555555555554,27.77777777777778,61.333333333333336,0.0,14,1,12.166666666666666,9,23,4,False,4,20,3,4,8,11,22,28
2016-09-23 04:40:00,3,1,2,0,3,0,0,3,3,5,0,0,5,0,3,2,5,4.166666666666667,1.8333333333333333,0.0,5.5,0.5,3.0,3.0,6.0,1009.5111111111111,1014.4555555555555,148.66666666666669,2.1444444444444444,28.12222222222222,59.666666666666664,0.0,22,1,14.833333333333334,9,23,4,False,4,40,4,8,11,22,28,41
2016-09-23 04:40:00,1,20,2,1,22,1,10,13,23,14,1,0,14,1,8,7,15,12.5,2.1666666666666665,0.16666666666666666,14.0,0.8333333333333334,5.333333333333333,9.5,14.833333333333334,1009.5111111111111,1014.4555555555555,148.66666666666669,2.1444444444444444,28.12222222222222,59.666666666666664,0.0,3,0,6.0,9,23,4,False,4,40,19,34,29,38,22,63
2016-09-23 05:00:00,1,19,0,0,17,2,8,11,19,20,2,1,22,1,10,13,23,14.333333333333334,1.8333333333333333,0.16666666666666666,15.333333333333334,1.0,6.333333333333333,10.0,16.333333333333332,1009.2333333333333,1014.1666666666666,134.0,2.2333333333333334,28.466666666666665,58.0,0.0,4,0,5.833333333333333,9,23,4,False,5,0,34,29,38,22,63,63
2016-09-23 05:00:00,3,3,1,0,4,0,1,3,4,1,2,0,3,0,0,3,3,3.8333333333333335,2.0,0.0,5.5,0.3333333333333333,2.5,3.3333333333333335,5.833333333333333,1009.2333333333333,1014.1666666666666,134.0,2.2333333333333334,28.466666666666665,58.0,0.0,17,2,16.333333333333332,9,23,4,False,5,0,8,11,22,28,41,53
2016-09-23 05:20:00,3,4,4,0,8,0,1,7,8,3,1,0,4,0,1,3,4,3.3333333333333335,2.3333333333333335,0.0,5.333333333333333,0.3333333333333333,1.6666666666666667,4.0,5.666666666666667,1008.9555555555555,1013.8777777777777,119.33333333333334,2.322222222222222,28.81111111111111,56.33333333333333,0.0,32,2,20.0,9,23,4,False,5,20,11,22,28,41,53,66
2016-09-23 05:20:00,1,29,5,0,32,2,17,17,34,19,0,0,17,2,8,11,19,17.333333333333332,2.5,0.16666666666666666,18.666666666666668,1.3333333333333333,8.333333333333334,11.666666666666666,20.0,1008.9555555555555,1013.8777777777777,119.33333333333334,2.322222222222222,28.81111111111111,56.33333333333333,0.0,8,0,5.666666666666667,9,23,4,False,5,20,29,38,22,63,63,86
2016-09-23 05:40:00,1,22,7,0,28,1,9,20,29,29,5,0,32,2,17,17,34,19.166666666666668,3.1666666666666665,0.16666666666666666,21.166666666666668,1.3333333333333333,9.0,13.5,22.5,1008.6777777777778,1013.5888888888888,104.66666666666667,2.411111111111111,29.155555555555555,54.666666666666664,0.0,10,1,6.666666666666667,9,23,4,False,5,40,38,22,63,63,86,100
2016-09-23 05:40:00,3,8,2,1,10,1,5,6,11,4,4,0,8,0,1,7,8,4.166666666666667,2.3333333333333335,0.16666666666666666,6.333333333333333,0.3333333333333333,2.1666666666666665,4.5,6.666666666666667,1008.6777777777778,1013.5888888888888,104.66666666666667,2.411111111111111,29.155555555555555,54.666666666666664,0.0,28,1,22.5,9,23,4,False,5,40,22,28,41,53,66,81
2016-09-23 06:00:00,1,33,5,0,32,6,17,21,38,22,7,0,28,1,9,20,29,22.833333333333332,3.3333333333333335,0.16666666666666666,24.166666666666668,2.1666666666666665,11.5,14.833333333333334,26.333333333333332,1008.4,1013.3,90.0,2.5,29.5,53.0,0.0,20,2,8.833333333333334,9,23,4,False,6,0,22,63,63,86,100,93
2016-09-23 06:00:00,3,18,4,0,20,2,10,12,22,8,2,1,10,1,5,6,11,6.5,2.1666666666666665,0.16666666666666666,8.333333333333334,0.5,3.3333333333333335,5.5,8.833333333333334,1008.4,1013.3,90.0,2.5,29.5,53.0,0.0,32,6,26.333333333333332,9,23,4,False,6,0,28,41,53,66,81,105
2016-09-23 06:20:00,1,22,0,0,21,1,9,13,22,33,5,0,32,6,17,21,38,24.166666666666668,3.1666666666666665,0.16666666666666666,25.333333333333332,2.1666666666666665,11.666666666666666,15.833333333333334,27.5,1008.3777777777777,1013.2888888888889,90.66666666666667,2.7222222222222223,29.244444444444444,53.888888888888886,0.0,26,2,12.666666666666666,9,23,4,False,6,20,63,63,86,100,93,110
2016-09-23 06:20:00,3,22,6,0,26,2,11,17,28,18,4,0,20,2,10,12,22,9.333333333333334,3.1666666666666665,0.16666666666666666,11.833333333333334,0.8333333333333334,4.666666666666667,8.0,12.666666666666666,1008.3777777777777,1013.2888888888889,90.66666666666667,2.7222222222222223,29.244444444444444,53.888888888888886,0.0,21,1,27.5,9,23,4,False,6,20,41,53,66,81,105,118
2016-09-23 06:40:00,1,53,10,0,58,5,26,37,63,22,0,0,21,1,9,13,22,29.666666666666668,4.5,0.0,31.333333333333332,2.8333333333333335,14.333333333333334,19.833333333333332,34.166666666666664,1008.3555555555555,1013.2777777777777,91.33333333333333,2.9444444444444446,28.988888888888887,54.77777777777778,0.0,34,7,19.0,9,23,4,False,6,40,63,86,100,93,110,127
2016-09-23 06:40:00,3,37,4,0,34,7,21,20,41,22,6,0,26,2,11,17,28,15.333333333333334,3.5,0.16666666666666666,17.0,2.0,8.166666666666666,10.833333333333334,19.0,1008.3555555555555,1013.2777777777777,91.33333333333333,2.9444444444444446,28.988888888888887,54.77777777777778,0.0,58,5,34.166666666666664,9,23,4,False,6,40,53,66,81,105,118,135
2016-09-23 07:00:00,3,46,6,1,42,11,38,15,53,37,4,0,34,7,21,20,41,22.5,4.333333333333333,0.3333333333333333,23.333333333333332,3.8333333333333335,14.333333333333334,12.833333333333334,27.166666666666668,1008.3333333333334,1013.2666666666667,92.0,3.1666666666666665,28.733333333333334,55.666666666666664,0.0,54,9,41.5,9,23,4,False,7,0,66,81,105,118,135,154
2016-09-23 07:00:00,1,56,7,0,54,9,37,26,63,53,10,0,58,5,26,37,63,35.833333333333336,5.666666666666667,0.0,37.5,4.0,19.166666666666668,22.333333333333332,41.5,1008.3333333333334,1013.2666666666667,92.0,3.1666666666666665,28.733333333333334,55.666666666666664,0.0,42,11,27.166666666666668,9,23,4,False,7,0,86,100,93,110,127,112
2016-09-23 07:20:00,1,76,10,0,70,16,60,26,86,56,7,0,54,9,37,26,63,43.666666666666664,6.5,0.0,43.833333333333336,6.333333333333333,26.333333333333332,23.833333333333332,50.166666666666664,1008.3111111111111,1013.2555555555556,92.66666666666667,3.388888888888889,28.477777777777778,56.55555555555556,0.0,50,16,36.833333333333336,9,23,4,False,7,20,100,93,110,127,112,129
2016-09-23 07:20:00,3,62,4,0,50,16,49,17,66,46,6,1,42,11,38,15,53,32.166666666666664,4.333333333333333,0.3333333333333333,30.333333333333332,6.5,22.333333333333332,14.5,36.833333333333336,1008.3111111111111,1013.2555555555556,92.66666666666667,3.388888888888889,28.477777777777778,56.55555555555556,0.0,70,16,50.166666666666664,9,23,4,False,7,20,81,105,118,135,154,134
2016-09-23 07:40:00,3,77,4,0,64,17,67,14,81,62,4,0,50,16,49,17,66,43.666666666666664,4.666666666666667,0.16666666666666666,39.333333333333336,9.166666666666666,32.666666666666664,15.833333333333334,48.5,1008.2888888888889,1013.2444444444444,93.33333333333333,3.611111111111111,28.22222222222222,57.44444444444444,0.0,75,25,62.0,9,23,4,False,7,40,105,118,135,154,134,137
2016-09-23 07:40:00,1,95,5,0,75,25,78,22,100,76,10,0,70,16,60,26,86,55.833333333333336,6.166666666666667,0.0,51.666666666666664,10.333333333333334,37.833333333333336,24.166666666666668,62.0,1008.2888888888889,1013.2444444444444,93.33333333333333,3.611111111111111,28.22222222222222,57.44444444444444,0.0,64,17,48.5,9,23,4,False,7,40,93,110,127,112,129,107
2016-09-23 08:00:00,1,88,5,0,64,29,77,16,93,95,5,0,75,25,78,22,100,65.0,6.166666666666667,0.0,57.0,14.166666666666666,47.833333333333336,23.333333333333332,71.16666666666667,1008.2666666666667,1013.2333333333333,94.0,3.833333333333333,27.966666666666665,58.333333333333336,0.0,74,31,62.333333333333336,9,23,4,False,8,0,110,127,112,129,107,105
2016-09-23 08:00:00,3,104,1,0,74,31,95,10,105,77,4,0,64,17,67,14,81,58.0,4.166666666666667,0.16666666666666666,48.333333333333336,14.0,46.833333333333336,15.5,62.333333333333336,1008.2666666666667,1013.2333333333333,94.0,3.833333333333333,27.966666666666665,58.333333333333336,0.0,64,29,71.16666666666667,9,23,4,False,8,0,118,135,154,134,137,96
2016-09-23 08:20:00,1,105,5,0,74,36,94,16,110,88,5,0,64,29,77,16,93,78.83333333333333,7.0,0.0,65.83333333333333,20.0,62.0,23.833333333333332,85.83333333333333,1008.2444444444445,1013.2222222222223,94.66666666666667,4.055555555555555,27.71111111111111,59.22222222222222,0.0,82,36,77.33333333333333,9,23,4,False,8,20,127,112,129,107,105,79
2016-09-23 08:20:00,3,114,4,0,82,36,99,19,118,104,1,0,74,31,95,10,105,73.33333333333333,3.8333333333333335,0.16666666666666666,57.666666666666664,19.666666666666668,61.5,15.833333333333334,77.33333333333333,1008.2444444444445,1013.2222222222223,94.66666666666667,4.055555555555555,27.71111111111111,59.22222222222222,0.0,74,36,85.83333333333333,9,23,4,False,8,20,135,154,134,137,96,87
2016-09-23 08:40:00,3,131,4,0,95,40,118,17,135,114,4,0,82,36,99,19,118,89.0,3.8333333333333335,0.16666666666666666,67.83333333333333,25.166666666666668,77.66666666666667,15.333333333333334,93.0,1008.2222222222223,1013.2111111111111,95.33333333333333,4.277777777777778,27.455555555555556,60.111111111111114,0.0,94,33,96.5,9,23,4,False,8,40,154,134,137,96,87,89
2016-09-23 08:40:00,1,120,5,2,94,33,109,18,127,105,5,0,74,36,94,16,110,90.0,6.166666666666667,0.3333333333333333,71.83333333333333,24.666666666666668,75.83333333333333,20.666666666666668,96.5,1008.2222222222223,1013.2111111111111,95.33333333333333,4.277777777777778,27.455555555555556,60.111111111111114,0.0,95,40,93.0,9,23,4,False,8,40,112,129,107,105,79,65
2016-09-23 09:00:00,3,149,5,0,93,61,135,19,154,131,4,0,95,40,118,17,135,106.16666666666667,3.6666666666666665,0.0,76.33333333333333,33.5,93.83333333333333,16.0,109.83333333333333,1008.2,1013.2,96.0,4.5,27.2,61.0,0.0,84,28,104.66666666666667,9,23,4,False,9,0,134,137,96,87,89,77
2016-09-23 09:00:00,1,104,7,1,84,28,85,27,112,120,5,2,94,33,109,18,127,98.0,6.166666666666667,0.5,76.83333333333333,27.833333333333332,83.83333333333333,20.833333333333332,104.66666666666667,1008.2,1013.2,96.0,4.5,27.2,61.0,0.0,93,61,109.83333333333333,9,23,4,False,9,0,129,107,105,79,65,92
2016-09-23 09:20:00,1,124,5,0,94,35,103,26,129,104,7,1,84,28,85,27,112,106.0,5.333333333333333,0.5,80.83333333333333,31.0,91.0,20.833333333333332,111.83333333333333,1008.3444444444444,1013.3444444444444,94.22222222222223,4.277777777777778,26.877777777777776,62.77777777777778,0.0,94,40,121.16666666666667,9,23,4,False,9,20,107,105,79,65,92,88
2016-09-23 09:20:00,3,127,7,0,94,40,119,15,134,149,5,0,93,61,135,19,154,117.0,4.166666666666667,0.0,83.66666666666667,37.5,105.5,15.666666666666666,121.16666666666667,1008.3444444444444,1013.3444444444444,94.22222222222223,4.277777777777778,26.877777777777776,62.77777777777778,0.0,94,35,111.83333333333333,9,23,4,False,9,20,137,96,87,89,77,94
2016-09-23 09:40:00,1,100,7,0,88,19,80,27,107,124,5,0,94,35,103,26,129,106.83333333333333,5.666666666666667,0.5,83.0,30.0,91.33333333333333,21.666666666666668,113.0,1008.4888888888889,1013.4888888888889,92.44444444444444,4.055555555555555,26.555555555555554,64.55555555555556,0.0,103,34,130.5,9,23,4,False,9,40,105,79,65,92,88,84
2016-09-23 09:40:00,3,127,10,0,103,34,112,25,137,127,7,0,94,40,119,15,134,125.33333333333333,5.166666666666667,0.0,90.16666666666667,40.333333333333336,113.0,17.5,130.5,1008.4888888888889,1013.4888888888889,92.44444444444444,4.055555555555555,26.555555555555554,64.55555555555556,0.0,88,19,113.0,9,23,4,False,9,40,96,87,89,77,94,84
